year,rank,artist,title,wiki.url,songlyrics.url,lyrics
1961,94,Chubby Checker,"""Let's Twist Again""",https://en.wikipedia.org/wiki/Let%27s_Twist_Again,https://www.songlyrics.com/chubby-checker/let-s-twist-again-lyrics/,"Come on everybody, clap your hands!
All you looking good!
I'm gonna sing my song, it won't take long!
We're gonna do the twist and it goes like this

Come on let's twist again, like we did last summer
Yeah, let's twist again, like we did last year
Do you remember when, things were really hummin'
Yeah, let's twist again; twistin' time is here

Heeee, around and around and up and down we go again!
Oh, baby, make me know you love me so, and then
Twist again, like we did last summer
Come on, let's twist again, like we did last year

TWIST! YO!

Who's that flyin' up there?
Is it a bird? Noooooo
Is it a plane? Noooooooo
Is it the twister? YEAAAH!

Yeah, twist again, like we did last summer

Come on, let's twist again, like we did last year
Do you remember when, things were really hummin'
Come on, let's twist again, twistin' time is here

Heeee, around and around, and up and down we go again
Oh, baby, make me know, you love me so, and then
Come on, twist again, like we did last summer
Girl, let's twist again, like we did last year

Come on, twist again
Twistin' time is here"
1961,95,The Dave Brubeck Quartet,"""Take Five""",https://en.wikipedia.org/wiki/Take_Five,https://www.songlyrics.com/the-dave-brubeck-quartet/take-five-lyrics/,"Hit the road Jack and don't you come back
No more, no more, no more, no more
Hit the road Jack and don't you come back
No more
What'd you say?
Hit the road Jack and don't you come back
No more, no more, no more, no more
Hit the road Jack and don't you come back
No more
Oh woman, oh woman, don't treat me so mean
You're the meanest old woman that I've ever seen
I guess if you say so
I'll have to pack my things and go (that's right)
Hit the road Jack and don't you come back
No more, no more, no more, no more
Hit the road Jack and don't you come back
No more
What'd you say?
Hit the road Jack and don't you come back
No more, no more, no more, no more
Hit the road Jack and don't you come back
No more
Now baby, listen baby, don't you treat me this way
'Cause I'll be back on my feet some day
Don't care if you do, 'cause it's understood
You ain't got no money, you just ain't no good
Well, I guess if you say so
I'll have to pack my things and go (that's right)
Hit the road Jack and don't you come back
No more, no more, no more, no more
Hit the road Jack and don't you come back
No more
What'd you say?
Hit the road Jack and don't you come back
No more, no more, no more, no more
Hit the road Jack and don't you come back
No more
Well (don't you come back no more)
Uh, what you say? (don't you come back no more)
I didn't understand you (don't you come back no more)
You can't mean that (don't you come back no more)
Oh now, baby, please (don't you come back no more)
What you tryin' to do to me? (don't you come back no more)"
1961,96,Elvis Presley,"""Are You Lonesome Tonight?""",https://en.wikipedia.org/wiki/Are_You_Lonesome_Tonight%3F_(song),https://www.songlyrics.com/elvis-presley/are-you-lonesome-tonight-lyrics/,"Are you lonesome tonight?
Do you miss me tonight?
Are you sorry we drifted apart?
Does your memory stray to a bright summer day
When I kissed you and called you sweetheart?

Do the chairs in your parlor seem empty and bare?
Do you gaze at your doorstep and picture me there?
Is your heart filled with pain, shall I come back again?
Tell me dear, are you lonesome tonight?

I wonder if you're lonesome tonight
You know someone said that the world's a stage and each of us must play a part
Fate had me playing in love with you as my sweetheart
Act one was where we met
I loved you at first glance
You read your lines so cleverly and never missed a cue

Then came act two, you seemed to change, you acted strange
And why I've never known
Honey, you lied when you said you loved me
And I had no cause to doubt you
But I'd rather go on hearing your lies
Than to go on living without you

Now the stage is bare and I'm standing there
With emptiness all around
And if you won't come back to me
Then they can bring the curtain down

Is your heart filled with pain
Shall I come back again?
Tell me dear, are you lonesome tonight?"
1961,97,Don Gibson,"""Sea of Heartbreak""",https://en.wikipedia.org/wiki/Sea_of_Heartbreak,https://www.songlyrics.com/don-gibson/sea-of-heartbreak-lyrics/,"The lights in the harbor
Don't shine for me
I'm like a lost ship
Adrift on the sea
Sea of heartbreak, lost love an' loneliness
Memories of your caress, so divine
I wish you were mine again, my dear
I am on this sea of tears
Sea of heartbreak
(Sea of heartbreak, heartbreak)
How did I lose you
Oh, where did I fail?
Why did you leave me
Always to sail
This sea of heartbreak, lost love an' loneliness
Memories of your caress, so divine
How I wish you were mine again, my dear
I am on this sea of tears
Sea of heartbreak
(Sea of heartbreak, heartbreak)
Oh, what I'd give to sail back to shore
Back to your arms once more
Oh, come to my rescue
Come here to me
Take me and keep me
Away from the sea
Yes, this sea of heartbreak, lost love an' loneliness
Memories of your caress, so divine
How I wish you were mine again, my dear
I'm on this sea of tears
Sea of heartbreak
(Sea of heartbreak, oh)
It's a sea of heartbreak
END"
1961,98,The Four Preps,"""More Money for You and Me""",NA,https://www.songlyrics.com/the-four-preps/more-money-for-you-and-me-lyrics/,"First we have the Fleetwoods, a very successful group
Let's send them to Alaska to entertain our troops
When they start in a-singin' and puttin' on their show
The temperature around them will be forty-five below

Wo-wo-wo, I'm Mister Blue, when I say I'm freezin'
Just turn around, head for the warmth of town
I'm freezin' through and through
Call me Mister Blue

Next the Hollywood Argyles, a mighty nice group of kids
We'd like to send them roving on a downhill pair of skids

There's a group that we heard of that's-a awful hip
Alley Oop-oop, oop, oop-oop
We'd kinda like to send them on a little trip
Alley Oop-oop, oop, oop-oop
Where they oughta go we cannot tell
Alley Oop-oop, oop, oop-oop
But it's awful hot, and it rhymes with swell
California?

And while they're down there working, they won't be all alone
They'll run into another group that's even hot back home

They asked me how I knew
Our career was through
Oh, woah, I of course reply
Something here inside
Cannot be denied
Doo-doo-doo, doo-doo-doo, doo-doo-doo-wah
Smoke gets in your... eyes...

Next we have the Freshmen
A group that rates a cheer
Of course, they've been Four Freshmen
For almost twenty years
It isn't that they're stupid
Well, a little may be so
They can't afford to graduate
They're making too much dough

In this whole wide world
Is there nowhere to send them?
Is there no one place
We can tell them to go?

Sailing, sailing, over the water blue
Hail to the Kingston Trio, Cuba's calling you-ou-ou-ou...

It takes a worried man to sing a worried song
It takes a worried man to sing a worried song
It takes a worried man to sing a worried song
I'm-a worried now, but I won't be worried long

We got the Kingston Trio some work on Cuba's shores
They hung around Havana to do a few encores
Castro said 'I like 'em. Let's hang 'em up some more.'
Now he has all three hangin' permanently

Hang down the Kingston Trio
Hang 'em from a tall oak tree
Eliminate the Kingston Trio
More money for you and me

Dion and the Belmonts are driving us to tears
Let's send them up the river for about a thousand years
While the kids are watching Dion singing about the stars
The Belmonts are out in the parking lot stealing hubcaps off of cars

Each time I steal a hubcap it almost breaks my heart
Why do I steal hubcaps, why did I have to start?
Each night I ask the stars without fail
Why must I be a teenager in jail?

Where these groups all come from, we really do not know
But if they ever ask us we will tell them where to go!"
1961,99,Bobby Darin,"""You Must Have Been a Beautiful Baby""",https://en.wikipedia.org/wiki/You_Must_Have_Been_a_Beautiful_Baby,https://www.songlyrics.com/bobby-darin/you-must-have-been-a-beautiful-baby-lyrics/,"Oh ... you know, you know, you know, you know ...

You must a been a beautiful baby
You must a been a beautiful child
When you were only startin'
To go to kindergarten
I bet you drove those other childs wild!

Oh yeah ... oh yeah ... oh yeah ...
An' when it came to winnin' blue ribbons
Well ... I bet you taught the other kids how
Well, I can see the judge's eyes
As they handed you the prize
I bet you took the cutest bow!

Yeah! You must a been a beautiful baby
'Cause baby won't you look at you now.
Music
Oh yeah ... oh yeah ... oh yeah ...

You must a have been a beautiful baby
You must a have been a beautiful child
When you were only startin'

To go to kindergarten
I know you drove the other childs wild.
An' I wasn't even there.

An' when you came to winnin' blue ribbons
Hey ... I know you taught those other kids how
Well, I can see the judge's eyes
As they handed you the prize
I know you made the cutest bow!

Yeah! You must a been a beautiful baby
'Cause baby won't you look at you now.
Oh, I mean ... I mean ... oh, beautiful ...
Oh, beautiful ...
Oh, beautiful ...

Oh, beautiful ...
Oh, beautiful ...
Oh, beautiful ...

Aah, I know you're beautiful ... too beautiful for words ..."
1961,100,The Drifters,"""Please Stay""",https://en.wikipedia.org/wiki/Please_Stay_(Burt_Bacharach_song),https://www.songlyrics.com/the-drifters/please-stay-lyrics/,"Don't go
(Please stay)
Don't go
(Please stay)

If I got on my knees and I pleaded with you
Not to go but to stay in my ar-arms
Would you walk out the door like you did once before?
Or would this time be different, would you sta-a-ay?

Don't go
(Please stay)
Don't go

If I called out your name like a prayer in the night
Would you leave me alone with my tears?
Knowing i-i, I love you so-o, would you still turn and go?
Or would this time be different in some wa-a-ay?

Don't go
(Please stay)
(Please stay)

You took me away from the rest of the world
When you taught me to love you like this
Now I hang by a thread in the canyon of doom
But I still can be saved - by your kiss

If I got on my knees and I pleaded with you
Not to go but to stay in my ar-arms
Would you walk out the door like you did once before?
Or would this time be different, would you sta-a-ay?

(Don't go)
(Please stay)
(Don't go)
(Please stay)
(Don't go)
(Please sta-ay-ay-ay-ay)
(Ay-ay-ay-ay)
(Ay-ay-ay-ay)"
1962,1,Acker Bilk,"""Stranger on the Shore""",https://en.wikipedia.org/wiki/Stranger_on_the_Shore,https://www.songlyrics.com/acker-bilk/stranger-on-the-shore-lyrics/,"I like it, I like it
I like the way you run your fingers through my hair
And I like the way you tickle my chin
And I like the way you let me come in
When your mama ain't there
I like it, I like it
I like the words you say and all the things you do
And I like the way you straighten my tie
And I like the way you're winkin' your eye
And I know I like you
You know I like you
Do that again
You're driving me insane
Kiss me once more
That's another thing I like you for
I like it, I like it
I like the funny feeling being here with you
And I like it more with every day
And I like it always hearing you say
You're likin' it too
You're likin' it too
I'm askin' you
What do you want to do
Do you agree
That the world was made for you and me
I like it, I like it
I like the funny feeling being here with you
And I like it more with every day
And I like it always hearing you say
You're likin' it too
You're likin' it too
Whoa-oh, I like it
Are you likin' it too"
1962,2,Ray Charles,"""I Can't Stop Loving You""",https://en.wikipedia.org/wiki/I_Can%27t_Stop_Loving_You,https://www.songlyrics.com/ray-charles/i-can-t-stop-loving-you-lyrics/,"I've made up my mind
To live in memories of the lonesome times
(I can't stop wanting you)

It's useless to say
So I'll just live my life of dreams of yesterday
(Dreams of yesterday)

Those happy hours that we once knew
Tho' long ago, they still make me blue

They say that time heals a broken heart

But time has stood still since we've been apart
(I can't stop loving you)

I've made up my mind
To live in memories of the lonesome times
(I can't stop wanting you)

It's useless to say
So I'll just live my life of dreams of yesterday

(Those happy hours)
Those happy hours
(That we once knew)
That we once knew
(Tho' long ago)
Tho' long ago
(Still make me blue)
Still make me blue

(They say that time)
They say that time
(Heals a broken heart)
Heals a broken heart
(But time has stood still)
Time has stood still
(Since we've been apart)
Since we've been apart

(I can't stop loving you)
I said I made up my mind
To live in memories of the lonesome times
Sing the song, children
(I can't stop wanting you)

It's useless to say
So I'll just live my life of dreams of yesterday
(Of yesterday)"
1962,3,Dee Dee Sharp,"""Mashed Potato Time""",https://en.wikipedia.org/wiki/Mashed_Potato_Time,https://www.songlyrics.com/dee-dee-sharp/mashed-potato-time-lyrics/,"It's the latest
It's the greatest
Mashed Potato (yeah, yeah, yeah, yeah)

A Mashed Potato started long time ago
With a guy named Sloppy Joe
You'll find this dance is so cool to do
Come on baby, gonna teach it to you

(Mashed Potato) Hear that groovy beat now
(Mashed Potato) Come on and twist your feet now, baby
(It's the latest) Come on, honey
(It's the greatest) Come on, baby
(Mashed Potato) Yeah, yeah, yeah, yeah

And then this dance just grew and grew
They look for records, they could do it to
They found this dance was out of sight
Doin' the lion sleeps tonight

(Mashed Potato) Yeah, a weem o wep a weem o wepa
(Mashed Potato) Yeah, yeah, yeah, yeah
(It's the latest) Aw, baby
(It's the greatest) Come on, honey
(Mashed Potato) Yeah, yeah, yeah, yeah

Now everybody is doin' fine
They dance along or a big boss line
And they discovered it's the most, man
The day they did it to ""Please Mr. Postman""

(Mashed Potato) Wait a minute, wait a minute
(Mashed Potato) Deliver de letter
(It's the latest) Come on, baby
(It's the greatest) Oh, honey
(Mashed Potato) Yeah, yeah, yeah, yeah

Well they got with it, more and more
You ought to see 'em around the floor
The Mashed Potato took a long long list
They even do it to ""Dear Lady Twist""

(Mashed Potato) Stand up from your chair now
(Mashed Potato) Yeah, yeah, yeah, yeah
(It's the latest) Come on, baby
(It's the greatest) Oh, honey
(Mashed Potato) Yeah, yeah, yeah, yeah

(Mashed Potato) Feel the groovy beat, yeah"
1962,4,Bobby Vinton,"""Roses Are Red (My Love)""",https://en.wikipedia.org/wiki/Roses_Are_Red_(My_Love),https://www.songlyrics.com/bobby-vinton/roses-are-red-my-love-lyrics/,"Roses are red, my love

A long, long time ago
On graduation day
You handed me your book
I signed this way

""Roses are red, my love
Violets are blue
Sugar is sweet, my love
But not as sweet as you""

We dated through high school
And when the big day came
I wrote into your book
Next to my name

""Roses are red, my love
Violets are blue
Sugar is sweet, my love
But not as sweet as you""

Then I went far away
And you found someone new
I read your letter dear
And I wrote back to you

""Roses are red, my love
Violets are blue
Sugar is sweet, my love
Good luck, may God bless you""

Is that your little girl?
She looks a lot like you
Someday, some boy will write
In her book too

""Roses are red, my love
Violets are blue
Sugar is sweet, my love
But not as sweet as you"""
1962,5,David Rose,"""The Stripper""",https://en.wikipedia.org/wiki/The_Stripper,https://www.songlyrics.com/david-rose/the-stripper-lyrics/,Instrumental
1962,6,Shelley Fabares,"""Johnny Angel""",https://en.wikipedia.org/wiki/Johnny_Angel_(song),https://www.songlyrics.com/shelley-fabares/johnny-angel-lyrics/,"Johnny Angel, how I want him
How I tingle when he passes by
Every time he says ""Hello"" my heart begins to fly

I get carried away
I dream of him and me and how it's gonna be
(Other fellas) call me up for a date
But I just sit and wait, I'd rather concentrate

On Johnny Angel (Johnny Angel)
'Cause I love him ('cause I love him)
And I pray that someday he'll love me
And together we will see how lovely heaven will be

I get carried away
I dream of him and me and how it's gonna be
(Other fellas) call me up for a date
But I just sit and wait, I'd rather concentrate

On Johnny Angel (Johnny Angel)
'Cause I love him ('cause I love him)
And I pray that someday he'll love me
And together we will see how lovely heaven will be

Johnny Angel (Johnny Angel) you're an angel to me

Johnny Angel (Johnny Angel) you're an angel to me"
1962,7,Little Eva,"""The Loco-Motion""",https://en.wikipedia.org/wiki/The_Loco-Motion,https://www.songlyrics.com/little-eva/the-loco-motion-lyrics/,"Everybody's doing a brand new dance now
(Come on, baby, do the loco-motion)
I know you'll get to like it if you give it a chance now
(Come on, baby, do the loco-motion)

My little baby sister can do it with ease
It's easier than learning your A-B-C's
So come on, come on, do the loco-motion with me
You gotta swing your hips now
Come on, baby
Jump up, jump back
Well, I think you've got the knack, whoa, whoa

Now that you can do it, let's make a chain now
(Come on, baby, do the loco-motion)
A chugga-chugga motion like a railroad train now
(Come on, baby, do the loco-motion)

Do it nice and easy now, don't lose control
A little bit of rhythm and a lotta soul
Come on, come on, do the loco-motion with me

Yay, yay, yay, yeah
Move around the floor in a loco-motion
(Come on, baby, do the loco-motion)
Do it holding hands if you do get the notion
(Come on, baby, do the loco-motion)

There's never been a dance that's so easy to do
It even makes you happy when you're feeling blue
So come on, come on, do the loco-motion with me
(Come on) you gotta swing your hips now

(Come on) that's right (do the loco-motion)
You're doing fine (come on, do the loco-motion)
Come on, baby (come on, do the loco-motion)
Mm-mm-mm
Jump up (come on) jump back (do the loco-motion)
You're looking good (come on)"
1962,8,The Sensations,"""Let Me In""",https://en.wikipedia.org/wiki/Let_Me_In_(The_Sensations_song),https://www.songlyrics.com/the-sensations/let-me-in-lyrics/,"Let me in whee-ooh (whee-ooh, whee-ooh, hoop-whee-ooh)
(Whee-ooh, whee-ooh, hoo-ooh-oop-whee-ooh, whee-ooh)

I can see the dancin' (let me in)
The silhouettes on the shade
I hear the music (music), all the lovers on parade
Open up (let me in), I want to come in again
I thought you were my friend

Pitter patter of those fee-ee-ee-ee-eet
Movin' and a-groovin' with that be-eat
Jumpin' and stompin on the flo-o-o-o-oor
(Lemme in) Let me in!
(Open up) Open up!
Why don't you open up that door? (let me in)

I-uh (open up) hear music let me in (music)
I want to come in again
Let me in (let me in), a-well I heard it just then
I thought you were my friend

Whee-ooh (whee-ooh, whee-ooh, hoop-whee-ooh)
(Whee-ooh, whee-ooh, hoo-ooh-oop-whee-ooh, whee-ooh)

Pitter patter of the fee-ee-ee-ee-eet
Movin' and a-groovin' with that be-eat
Jumpin' and stompin on the flo-o-o-o-oor
(Lemme in) Let me in!
(Open up) Open up!
Why don't you open up that door? (let me in)

I-uh-I-uh-I (open up) hear music, let me in (music)
Oh I heard it just then
Let me in (let me in)
I want to come in again
I thought you were my friend

Whee-ooh (whee-ooh, whee-ooh, hoop-whee-ooh)
(Whee-ooh, whee-ooh, hoo-ooh-oop-whee-ooh, whee-ooh)
(Hoo-ooh-oop-whee-ooh)
(Hoo-ooh-oop-whee-ooh)
(Hoo-ooh-oop-whee-ooh)"
1962,9,Chubby Checker,"""The Twist""",https://en.wikipedia.org/wiki/The_Twist_(song),https://www.songlyrics.com/chubby-checker/the-twist-lyrics/,"Come on baby
Let's do the twist
Come on baby
Let's do the twist
Take me by my little hand
And go like this

E-yah twist
Baby, baby twist
Oh yeah, just like this

Come on little miss and do the twist

My daddy is sleepin'
And mama ain't around
Yeah, daddy just sleepin'
And mama ain't around
We're gonna twisty twisty twisty
'Til we tear the house down

Come on and twist
Yeah, baby twist
Oh yeah, just like this

Come on little miss and do the twist

E-yah

Yeah, you should see my little sis'

You should see my my little sis'

She really knows how to rock
She knows how to twist

Come on and twist
Yeah, baby twist
Oh yeah, just like this

Come on little miss and do the twist

Yeah
That's all now
Yeah, twist all night

Twist
('Round and 'round and 'round)"
1962,10,The Shirelles,"""Soldier Boy""",https://en.wikipedia.org/wiki/Soldier_Boy_(The_Shirelles_song),https://www.songlyrics.com/the-shirelles/soldier-boy-lyrics/,"Soldier boy
Oh my little soldier boy
I'll be true to you

You were my first love
And you'll be my last love
I will never make you blue
I'll be true to you

In the whole world
You can love but one girl
Let me be the one girl
For I'll be true to you

Wherever you go
My heart will follow
I love you so
I'll be true to you

Take my love with you
To any port or foreign shore
Darling you must feel for sure
And I'll be true to you

Soldier boy
Oh my little soldier boy
I'll be true to you"
1962,11,Bruce Channel,"""Hey! Baby""",https://en.wikipedia.org/wiki/Hey!_Baby,https://www.songlyrics.com/bruce-channel/hey-baby-lyrics/,"Hey, hey baby
I want to know if you'll be my girl
Hey, hey baby
I want to know if you'll be my girl
When I saw you walking down the street
I said that's a kind of girl I'd like to meet
She's so pretty, Lord, she's fine
I'm gonna make her mine, all mine
Hey, hey baby
I want to know if you'll be my girl
When you turned and walked away
That's when I want to say
""C'mon baby, give me a whirl
I want to know if you'll be my girl""
Hey, hey baby
I want to know if you'll be my girl
When you turned and walked away
That's when I want to say
""C'mon baby, give me a whirl
I want to know if you'll be my girl""
Hey, hey baby
I want to know if you'll be my girl
Hey, hey hey hey hey, baby c'mon, baby now"
1962,12,Dion,"""The Wanderer""",https://en.wikipedia.org/wiki/The_Wanderer_(Dion_song),https://www.songlyrics.com/dion/the-wanderer-lyrics/,"Oh well, I'm the type of guy who will never settle down
Where pretty girls are well, you know that I'm around
I kiss 'em and I love 'em 'cause to me they're all the same
I hug 'em and I squeeze 'em, they don't even know my name

They call me the wanderer
Yeah, the wanderer
I roam around, around, around

Oh well, there's Flo on my left and there's Mary on my right
And Janie is the girl with that I'll be with tonight
And when she asks me which one I love the best?
I tear open my shirt, I got Rosie on my chest

'Cause I'm a wanderer
Yeah, a wanderer
I roam around, around, around

Oh well, I roam from town to town
I go through life without a care
And I'm as happy as a clown
I with my two fists of iron and I'm going nowhere

I'm the type of guy that likes to roam around
I'm never in one place, I roam from town to town
And when I find myself fallin' for some girl
I hop right into that car of mine and ride around the world

Yeah, I'm a wanderer
Yeah, a wanderer
I roam around, around, around

Oh yeah, I'm the type of guy that likes to roam around
I'm never in one place, I roam from town to town
Then when I find myself a-fallin' for some girl
I hop right into that car of mine and drive around the world

'Cause I'm a wanderer
Yeah, a wanderer
I roam around, around, around

'Cause I'm a wanderer
Yeah, a wanderer
I roam around, around, around

'Cause I'm a wanderer
Yeah, a wanderer"
1962,13,Gene Chandler,"""Duke of Earl""",https://en.wikipedia.org/wiki/Duke_of_Earl,https://www.songlyrics.com/gene-chandler/duke-of-earl-lyrics/,"Duke, Duke, Duke, Duke of Earl
Duke, Duke, Duke of Earl
Duke, Duke, Duke of Earl
Duke, Duke, Duke of Earl

Duke, Duke, Duke, Duke of Earl
Duke, Duke, Duke of Earl
Duke, Duke, Duke of Earl
Duke, Duke, Duke of Earl

As I walk through this world
Nothing can stop the Duke of Earl
And you, you are my girl
And no one can hurt you, oh, no

Yes, I, oh, I'm gonna love you, oh, oh
Come on, let me hold you, darlin'
'Cause I'm the Duke of Earl
So yeah, yeah, yeah, yeah

And when I hold you
You'll be my Duchess, Duchess of Earl
We'll walk through my Dukedom
And a paradise we will share

Yes, I, oh, I'm gonna love you, oh, oh
Nothing can stop me now
'Cause I'm the Duke of Earl
So yeah, yeah, yeah, yeah

Duke, Duke, Duke, Duke of Earl
Duke, Duke, Duke of Earl
Duke, Duke, Duke of Earl
Duke, Duke, Duke of Earl

Duke, Duke, Duke, Duke of Earl
Duke, Duke, Duke of Earl
Duke, Duke, Duke of Earl
Duke, Duke, Duke of Earl

Yes, I, oh, I'm gonna love you, oh, oh
Nothing can stop me now
'Cause I'm the Duke of Earl
So yeah, yeah, yeah, yeah

Duke, Duke, Duke, Duke of Earl
Duke, Duke, Duke of Earl
Duke, Duke, Duke of Earl
Duke, Duke, Duke of Earl
Duke, Duke, Duke, Duke of Earl
Duke, Duke, Duke of Earl..."
1962,14,Freddy Cannon,"""Palisades Park""",https://en.wikipedia.org/wiki/Palisades_Park_(Freddy_Cannon_song),https://www.songlyrics.com/freddy-cannon/palisades-park-lyrics/,"Last night I took a walk after dark
A swingin' place called Palisades Park
To have some fun and see what I could see
That's where the girls are

I took a ride on a shoot-the-chute
That girl I sat beside was awful cute
After we stopped she was holdin' hands with me
My heart was flyin'

Up like a rocket ship
Down like a roller coaster
Back like a loop-the-loop
And around like a merry-go-round

We ate and ate at a hot dog stand
We danced around to a rockin' band
And when I could I gave that girl a hug
In the tunnel of love

You'll never know how great a kiss can feel
When you stop at the top of a Ferris wheel
When I fell in love
Down at Palisades Park

We ate and ate at a hot dog stand
We danced around to a rockin' band
And when I could I gave that girl a hug
In the tunnel of love

You'll never know how great a kiss can feel
When you stop at the top of a Ferris wheel
When I fell in love
Down at Palisades Park

Down at Palisades Park
You know it's Palisades Park
Down at Palisades Park"
1962,15,Neil Sedaka,"""Breaking Up Is Hard to Do""",https://en.wikipedia.org/wiki/Breaking_Up_Is_Hard_to_Do,https://www.songlyrics.com/neil-sedaka/breaking-up-is-hard-to-do-lyrics/,": Fade in:
To do do
Down dooby doo down down, comma comma
Down dooby doo down down, comma comma
Down dooby doo down down
Breaking up is hard to do

Don't take your love away from me
Don't you leave my heart in misery
'If you go then I'll be blue
'Cause breaking up is hard to do

Re-mem-ber when you held me tight
And you kissed me all through the night
Think of all that we've been through
And breaking up is hard to do

They say that breaking up is hard to do
Now I know I know that it's true
Don't say that this is the end
Instead of breaking up I wish that we were making up again

I beg of you
Don't say goodbye
Can't we give our love another try?
Come on baby, let's start anew
'Cause breaking up is hard to do

They say that breaking up is hard to do
Now I know I know that it's true
Don't say that this is the end
Instead of breaking up I wish that we were making up again

I beg of you
Don't say goodbye
Can't we give our love another try?
Come on baby, let's start anew
Since breaking up is hard to do: Fade to silence:
Down dooby doo down down, comma comma
Down dooby doo down down, comma comma
Down dooby doo down down
(Breaking up is hard to do)"
1962,16,Claude King,"""Wolverton Mountain""",https://en.wikipedia.org/wiki/Wolverton_Mountain,https://www.songlyrics.com/claude-king/wolverton-mountain-lyrics/,"They say don't go on Wolverton Mountain
If you're looking for a wife
'Cause Clifton Clowers has a pretty young daughter
He's mighty handy with a gun and a knife

Her tender lips are sweeter than honey
And Wolverton Mountain protects her there
The bears and the birds tell Clifton Clowers
If a stranger should enter there

All of my dreams are on Wolverton Mountain
I want his daughter for my wife
I'll take my chances and climb that mountain
Though Clifton Clowers, he might take my life

Her tender lips are sweeter than honey
And Wolverton Mountain protects her there
The bears and the birds tell Clifton Clowers
If a stranger should wander there

I'm going up on Wolverton Mountain
It's too lonesome down here below
It's just not right to hide his daughter
From the one who loves her so

Her tender lips are sweeter than honey
And Wolverton Mountain protects her there
The bears and the birds tell Clifton Clowers
If a stranger should wander there

I don't care about Clifton Clowers
I'm gonna climb up on his mountain
I'm gonna take the girl I love

I don't care about Clifton Clowers
I'm a gonna climb up on that mountain
And I'll get the one I love"
1962,17,Chubby Checker & Dee Dee Sharp,"""Slow Twistin'""",https://en.wikipedia.org/wiki/Slow_Twistin%27,NA,NA
1962,18,Johnny Tillotson,"""It Keeps Right On a-Hurtin'""",https://en.wikipedia.org/wiki/It_Keeps_Right_On_a-Hurtin%27_(song),https://www.songlyrics.com/johnny-tillotson/it-keeps-right-on-a-hurtin-lyrics/,"I cry myself to sleep each night
Wishing I could hold you tight
Life seems so empty since you went away
The pillow where you lay your head
Now holds my lonely tears instead
And it keeps right on a-hurtin'
Since you're gone
It keeps right on a-hurtin every minute of the day
Every hour you're away I feel so lonely
And I can't help it, I don't think I can go on
And it keeps right on a-hurtin' since you're gone
They say a man should never cry
But when I see you passing by
My heart breaks down and cries a million tears
You broke my heart and set me free
But you forgot your memory
And keeps right on a-hurtin' since your gone
It keeps right on a-hurtin every minute of the day
Every hour you're away I feel so lonely
And I can't help it, I don't think I can go on
And it keeps right on a-hurtin' since you're gone"
1962,19,Mary Wells,"""The One Who Really Loves You""",https://en.wikipedia.org/wiki/The_One_Who_Really_Loves_You_(song),https://www.songlyrics.com/mary-wells/the-one-who-really-loves-you-lyrics/,"Some other girls are filling your head with jive
So, now you're acting like you don't know I'm alive

Love, you better wake up
Yeah, before we break up
And you lose me, little me
The one who really loves you

Suzie, only wants you until the day
(Only wants you until the day)
That she'll again have her true love
Who's far, far, away
(Her true love who's far away)

(Wake up)
So, love you better wake up
Yeah, before we break up
And you lose me, little me
The one who really loves you
(I really love you, yeah-yeah-yeah)

Ginny only wants you,
'Cause she thinks she has to have everyone
Minnie, only wants you
'Cause she thinks that hurting me would be fun
Oh, oh, oh

Silly Lilly, you know she doesn't really
Want you with a love that's true
In fact, there's no other girl
In this whole wide world
Who can love you like I do

They get tired of you
Then they're gonna put ya down
(Put you down, put you down)
They ain't gonna want you hangin' around
(Hangin' around, hangin' around)

(Wake up)
So, love you better wake up
Yeah, before we break up
And you lose me, little me
The one who really loves you
(I really love you, yeah-yeah-yeah)

I-I-I do (yeah-yeah)
Really, really, love you
(I really love you, yeah-yeah-yeah)
Oh-oh, oh-oh, oh-oh, ooh-ooh (yeah-yeah)"
1962,20,Elvis Presley,"""Good Luck Charm""",https://en.wikipedia.org/wiki/Good_Luck_Charm,https://www.songlyrics.com/elvis-presley/good-luck-charm-lyrics/,"Aaaah
Aaaah
Aaaah, oh, yeah
Don't want a four-leaf clover
Don't want an old horse shoe
Want your kiss 'cause I just can't miss
With a good luck charm like you
Come on and be my little good luck charm
Aaah, you sweet delight
I want a good luck charm
A-hanging on my arm
A-to have (A-to have), a-to hold (a-to hold) tonight
Don't want a silver dollar
Rabbit's foot on a string
The happiness in your warm caress
No rabbit's foot can bring
Come on and be my little good luck charm
Aaah, you sweet delight
I want a good luck charm
A-hanging on my arm
A-to have (A-to have), a-to hold (a-to hold) tonight
Aaaah
Aaaah
Aaaah, oh, yeah
Aaaah
Aaaah
Aaaah, oh, yeah
If I found a lucky penny
I'd toss it across the bay
Your love is worth all the gold on earth
No wonder that I say
Come on and be my little good luck charm
Aaah, you sweet delight
I want a good luck charm
A-hanging on my arm
A-to have (A-to have), a-to hold (a-to hold) tonight
Aaaah
Aaaah
Aaaah, oh, yeah
Aaaah
Aaaah"
